programa,rango_ingreso,graduados,porcentaje
MAESTRIA DE INVESTIGACION EN ADMINISTRACION,Más de 9 SMMLV,1,11.11
MAESTRIA EN ABORDAJES PSICOSOCIALES PARA LA CONSTRUCCION DE CULTURAS DE PAZ,"Entre 2,5 y 4 SMMLV",2,33.33
MAESTRIA EN ABORDAJES PSICOSOCIALES PARA LA CONSTRUCCION DE CULTURAS DE PAZ,1 SMMLV,1,16.67
MAESTRIA EN ABORDAJES PSICOSOCIALES PARA LA CONSTRUCCION DE CULTURAS DE PAZ,"Entre 1,5 y 2,5 SMMLV",1,16.67
MAESTRIA EN ABORDAJES PSICOSOCIALES PARA LA CONSTRUCCION DE CULTURAS DE PAZ,Entre 6 y 9 SMMLV,1,16.67
MAESTRIA EN ABORDAJES PSICOSOCIALES PARA LA CONSTRUCCION DE CULTURAS DE PAZ,Más de 9 SMMLV,1,16.67
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,Entre 4 y 6 SMMLV,74,52.11
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,"Entre 2,5 y 4 SMMLV",35,24.65
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,Entre 6 y 9 SMMLV,25,17.61
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,"Entre 1 y 1,5 SMMLV",3,2.11
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,"Entre 1,5 y 2,5 SMMLV",3,2.11
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,1 SMMLV,1,0.7
MAESTRIA EN ACTIVIDAD FISICA PARA LA SALUD,Más de 9 SMMLV,1,0.7
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,"Entre 2,5 y 4 SMMLV",22,41.51
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,Entre 4 y 6 SMMLV,17,32.08
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,"Entre 1 y 1,5 SMMLV",4,7.55
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,Entre 6 y 9 SMMLV,4,7.55
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,1 SMMLV,3,5.66
MAESTRIA EN ACTIVIDAD FISICA Y DEPORTE,"Entre 1,5 y 2,5 SMMLV",3,5.66
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,Entre 4 y 6 SMMLV,116,44.96
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,"Entre 2,5 y 4 SMMLV",80,31.01
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,Entre 6 y 9 SMMLV,34,13.18
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,"Entre 1,5 y 2,5 SMMLV",13,5.04
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,"Entre 1 y 1,5 SMMLV",8,3.1
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,1 SMMLV,4,1.55
MAESTRIA EN ACTIVIDAD FISICA Y SALUD,Más de 9 SMMLV,3,1.16
MAESTRIA EN ACTUARIA Y FINANZAS,Entre 6 y 9 SMMLV,34,47.89
MAESTRIA EN ACTUARIA Y FINANZAS,Más de 9 SMMLV,18,25.35
MAESTRIA EN ACTUARIA Y FINANZAS,Entre 4 y 6 SMMLV,16,22.54
MAESTRIA EN ACTUARIA Y FINANZAS,"Entre 2,5 y 4 SMMLV",2,2.82
MAESTRIA EN ACTUARIA Y FINANZAS,"Entre 1,5 y 2,5 SMMLV",1,1.41
MAESTRIA EN ACUICULTURA,Entre 4 y 6 SMMLV,17,38.64
MAESTRIA EN ACUICULTURA,Entre 6 y 9 SMMLV,14,31.82
MAESTRIA EN ACUICULTURA,"Entre 1,5 y 2,5 SMMLV",5,11.36
MAESTRIA EN ACUICULTURA,"Entre 2,5 y 4 SMMLV",4,9.09
MAESTRIA EN ACUICULTURA,Más de 9 SMMLV,2,4.55
MAESTRIA EN ACUICULTURA,1 SMMLV,1,2.27
MAESTRIA EN ACUICULTURA,"Entre 1 y 1,5 SMMLV",1,2.27
MAESTRIA EN ADICCIONES,"Entre 2,5 y 4 SMMLV",1,50.0
MAESTRIA EN ADICCIONES,Entre 4 y 6 SMMLV,1,50.0
MAESTRIA EN ADMINISTRACION,Más de 9 SMMLV,3190,40.05
MAESTRIA EN ADMINISTRACION,Entre 6 y 9 SMMLV,1499,18.82
MAESTRIA EN ADMINISTRACION,Entre 4 y 6 SMMLV,1401,17.59
MAESTRIA EN ADMINISTRACION,"Entre 2,5 y 4 SMMLV",944,11.85
MAESTRIA EN ADMINISTRACION,"Entre 1 y 1,5 SMMLV",429,5.39
MAESTRIA EN ADMINISTRACION,"Entre 1,5 y 2,5 SMMLV",363,4.56
MAESTRIA EN ADMINISTRACION,1 SMMLV,140,1.76
MAESTRIA EN ADMINISTRACION (MBA),Entre 6 y 9 SMMLV,8,57.14
MAESTRIA EN ADMINISTRACION (MBA),"Entre 2,5 y 4 SMMLV",2,14.29
MAESTRIA EN ADMINISTRACION (MBA),Más de 9 SMMLV,2,14.29
MAESTRIA EN ADMINISTRACION (MBA),"Entre 1 y 1,5 SMMLV",1,7.14
MAESTRIA EN ADMINISTRACION (MBA),Entre 4 y 6 SMMLV,1,7.14
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,Más de 9 SMMLV,47,68.12
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,Entre 4 y 6 SMMLV,8,11.59
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,"Entre 1,5 y 2,5 SMMLV",5,7.25
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,Entre 6 y 9 SMMLV,5,7.25
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,"Entre 1 y 1,5 SMMLV",2,2.9
MAESTRIA EN ADMINISTRACION (MBA) INTERNACIONAL,"Entre 2,5 y 4 SMMLV",2,2.9
MAESTRIA EN ADMINISTRACION - MBA,Más de 9 SMMLV,288,53.23
MAESTRIA EN ADMINISTRACION - MBA,Entre 6 y 9 SMMLV,109,20.15
MAESTRIA EN ADMINISTRACION - MBA,Entre 4 y 6 SMMLV,73,13.49
MAESTRIA EN ADMINISTRACION - MBA,"Entre 2,5 y 4 SMMLV",34,6.28
MAESTRIA EN ADMINISTRACION - MBA,"Entre 1 y 1,5 SMMLV",22,4.07
MAESTRIA EN ADMINISTRACION - MBA,"Entre 1,5 y 2,5 SMMLV",10,1.85
MAESTRIA EN ADMINISTRACION - MBA,1 SMMLV,5,0.92
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,Más de 9 SMMLV,21,65.62
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,Entre 4 y 6 SMMLV,4,12.5
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,Entre 6 y 9 SMMLV,3,9.38
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,"Entre 1 y 1,5 SMMLV",2,6.25
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,"Entre 1,5 y 2,5 SMMLV",1,3.12
MAESTRIA EN ADMINISTRACION - MODALIDAD EJECUTIVA,"Entre 2,5 y 4 SMMLV",1,3.12
MAESTRIA EN ADMINISTRACION -MBA,Entre 4 y 6 SMMLV,4,36.36
MAESTRIA EN ADMINISTRACION -MBA,"Entre 2,5 y 4 SMMLV",3,27.27
MAESTRIA EN ADMINISTRACION -MBA,Entre 6 y 9 SMMLV,3,27.27
MAESTRIA EN ADMINISTRACION -MBA,"Entre 1,5 y 2,5 SMMLV",1,9.09
MAESTRIA EN ADMINISTRACION -MBA-,Entre 4 y 6 SMMLV,10,37.04
MAESTRIA EN ADMINISTRACION -MBA-,Entre 6 y 9 SMMLV,6,22.22
MAESTRIA EN ADMINISTRACION -MBA-,"Entre 1,5 y 2,5 SMMLV",4,14.81
MAESTRIA EN ADMINISTRACION -MBA-,"Entre 2,5 y 4 SMMLV",4,14.81
MAESTRIA EN ADMINISTRACION -MBA-,"Entre 1 y 1,5 SMMLV",2,7.41
MAESTRIA EN ADMINISTRACION -MBA-,1 SMMLV,1,3.7
MAESTRIA EN ADMINISTRACION DE EDUCACION:ENFASIS EN PLANEACION DIRECCION O SUPERVISION,Más de 9 SMMLV,2,66.67
MAESTRIA EN ADMINISTRACION DE EDUCACION:ENFASIS EN PLANEACION DIRECCION O SUPERVISION,Entre 4 y 6 SMMLV,1,33.33
MAESTRIA EN ADMINISTRACION DE EMPRESAS,Más de 9 SMMLV,1342,42.04
MAESTRIA EN ADMINISTRACION DE EMPRESAS,Entre 6 y 9 SMMLV,663,20.77
MAESTRIA EN ADMINISTRACION DE EMPRESAS,Entre 4 y 6 SMMLV,524,16.42
MAESTRIA EN ADMINISTRACION DE EMPRESAS,"Entre 2,5 y 4 SMMLV",290,9.09
MAESTRIA EN ADMINISTRACION DE EMPRESAS,"Entre 1 y 1,5 SMMLV",194,6.08
MAESTRIA EN ADMINISTRACION DE EMPRESAS,"Entre 1,5 y 2,5 SMMLV",136,4.26
MAESTRIA EN ADMINISTRACION DE EMPRESAS,1 SMMLV,43,1.35
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,Más de 9 SMMLV,28,32.94
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,Entre 4 y 6 SMMLV,18,21.18
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,Entre 6 y 9 SMMLV,18,21.18
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,"Entre 2,5 y 4 SMMLV",11,12.94
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,"Entre 1,5 y 2,5 SMMLV",6,7.06
MAESTRIA EN ADMINISTRACION DE EMPRESAS DE SALUD - MBA EN SALUD,"Entre 1 y 1,5 SMMLV",4,4.71
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,Entre 4 y 6 SMMLV,93,29.25
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,"Entre 2,5 y 4 SMMLV",84,26.42
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,Entre 6 y 9 SMMLV,61,19.18
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,Más de 9 SMMLV,34,10.69
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,"Entre 1,5 y 2,5 SMMLV",26,8.18
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,"Entre 1 y 1,5 SMMLV",13,4.09
MAESTRIA EN ADMINISTRACION DE EMPRESAS E INNOVACION,1 SMMLV,7,2.2
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,Más de 9 SMMLV,15,31.91
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,Entre 4 y 6 SMMLV,14,29.79
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,Entre 6 y 9 SMMLV,7,14.89
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,"Entre 1,5 y 2,5 SMMLV",5,10.64
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,"Entre 2,5 y 4 SMMLV",5,10.64
MAESTRIA EN ADMINISTRACION DE EMPRESAS MBA,"Entre 1 y 1,5 SMMLV",1,2.13
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA",Más de 9 SMMLV,174,33.27
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA",Entre 6 y 9 SMMLV,131,25.05
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA",Entre 4 y 6 SMMLV,102,19.5
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA","Entre 2,5 y 4 SMMLV",71,13.58
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA","Entre 1,5 y 2,5 SMMLV",23,4.4
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA","Entre 1 y 1,5 SMMLV",17,3.25
"MAESTRIA EN ADMINISTRACION DE EMPRESAS, MBA",1 SMMLV,5,0.96
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,Más de 9 SMMLV,67,58.77
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,Entre 6 y 9 SMMLV,23,20.18
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,Entre 4 y 6 SMMLV,13,11.4
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,"Entre 2,5 y 4 SMMLV",5,4.39
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,"Entre 1,5 y 2,5 SMMLV",4,3.51
MAESTRIA EN ADMINISTRACION DE EMPRESAS-MBA,"Entre 1 y 1,5 SMMLV",2,1.75
MAESTRIA EN ADMINISTRACION DE INSTITUCIONES DE LA SALUD,Más de 9 SMMLV,1,100.0
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,Entre 4 y 6 SMMLV,59,24.89
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,Más de 9 SMMLV,52,21.94
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,"Entre 2,5 y 4 SMMLV",44,18.57
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,Entre 6 y 9 SMMLV,41,17.3
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,"Entre 1 y 1,5 SMMLV",19,8.02
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,"Entre 1,5 y 2,5 SMMLV",17,7.17
MAESTRIA EN ADMINISTRACION DE NEGOCIOS,1 SMMLV,5,2.11
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),Más de 9 SMMLV,460,56.51
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),Entre 6 y 9 SMMLV,124,15.23
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),Entre 4 y 6 SMMLV,107,13.14
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),"Entre 2,5 y 4 SMMLV",65,7.99
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),"Entre 1,5 y 2,5 SMMLV",27,3.32
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),"Entre 1 y 1,5 SMMLV",24,2.95
MAESTRIA EN ADMINISTRACION DE NEGOCIOS (MBA),1 SMMLV,7,0.86
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,"Entre 2,5 y 4 SMMLV",3,23.08
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,Entre 6 y 9 SMMLV,3,23.08
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,"Entre 1 y 1,5 SMMLV",2,15.38
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,"Entre 1,5 y 2,5 SMMLV",2,15.38
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,Más de 9 SMMLV,2,15.38
MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,Entre 4 y 6 SMMLV,1,7.69
MAESTRIA EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES,Entre 4 y 6 SMMLV,1,100.0
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,Más de 9 SMMLV,20,31.25
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,Entre 6 y 9 SMMLV,15,23.44
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,"Entre 1 y 1,5 SMMLV",9,14.06
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,Entre 4 y 6 SMMLV,8,12.5
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,"Entre 2,5 y 4 SMMLV",7,10.94
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,"Entre 1,5 y 2,5 SMMLV",3,4.69
MAESTRIA EN ADMINISTRACION DE NEGOCIOS MBA,1 SMMLV,2,3.12
"MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA ",Entre 4 y 6 SMMLV,4,40.0
"MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA ","Entre 2,5 y 4 SMMLV",3,30.0
"MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA ","Entre 1 y 1,5 SMMLV",1,10.0
"MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA ",Entre 6 y 9 SMMLV,1,10.0
"MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA ",Más de 9 SMMLV,1,10.0
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,Entre 4 y 6 SMMLV,232,33.19
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,"Entre 2,5 y 4 SMMLV",160,22.89
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,Entre 6 y 9 SMMLV,120,17.17
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,"Entre 1,5 y 2,5 SMMLV",62,8.87
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,Más de 9 SMMLV,59,8.44
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,"Entre 1 y 1,5 SMMLV",44,6.29
MAESTRIA EN ADMINISTRACION DE ORGANIZACIONES,1 SMMLV,22,3.15
MAESTRIA EN ADMINISTRACION DE RIESGOS,Entre 6 y 9 SMMLV,32,32.65
MAESTRIA EN ADMINISTRACION DE RIESGOS,Entre 4 y 6 SMMLV,31,31.63
MAESTRIA EN ADMINISTRACION DE RIESGOS,Más de 9 SMMLV,23,23.47
MAESTRIA EN ADMINISTRACION DE RIESGOS,"Entre 2,5 y 4 SMMLV",8,8.16
MAESTRIA EN ADMINISTRACION DE RIESGOS,"Entre 1 y 1,5 SMMLV",2,2.04
MAESTRIA EN ADMINISTRACION DE RIESGOS,"Entre 1,5 y 2,5 SMMLV",2,2.04
MAESTRIA EN ADMINISTRACION DE SALUD,Entre 4 y 6 SMMLV,66,25.68
MAESTRIA EN ADMINISTRACION DE SALUD,Más de 9 SMMLV,58,22.57
MAESTRIA EN ADMINISTRACION DE SALUD,"Entre 2,5 y 4 SMMLV",54,21.01
MAESTRIA EN ADMINISTRACION DE SALUD,Entre 6 y 9 SMMLV,52,20.23
MAESTRIA EN ADMINISTRACION DE SALUD,"Entre 1 y 1,5 SMMLV",14,5.45
MAESTRIA EN ADMINISTRACION DE SALUD,"Entre 1,5 y 2,5 SMMLV",7,2.72
MAESTRIA EN ADMINISTRACION DE SALUD,1 SMMLV,6,2.33
MAESTRIA EN ADMINISTRACION DE SISTEMAS INFORMATICOS,Entre 4 y 6 SMMLV,7,38.89
MAESTRIA EN ADMINISTRACION DE SISTEMAS INFORMATICOS,"Entre 2,5 y 4 SMMLV",4,22.22
MAESTRIA EN ADMINISTRACION DE SISTEMAS INFORMATICOS,Entre 6 y 9 SMMLV,4,22.22
MAESTRIA EN ADMINISTRACION DE SISTEMAS INFORMATICOS,Más de 9 SMMLV,2,11.11
MAESTRIA EN ADMINISTRACION DE SISTEMAS INFORMATICOS,"Entre 1,5 y 2,5 SMMLV",1,5.56
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,Entre 4 y 6 SMMLV,58,26.85
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,"Entre 2,5 y 4 SMMLV",55,25.46
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,Entre 6 y 9 SMMLV,38,17.59
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,"Entre 1,5 y 2,5 SMMLV",35,16.2
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,Más de 9 SMMLV,14,6.48
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,"Entre 1 y 1,5 SMMLV",11,5.09
MAESTRIA EN ADMINISTRACION DEL DESARROLLO HUMANO Y ORGANIZACIONAL,1 SMMLV,5,2.31
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,Entre 4 y 6 SMMLV,133,30.37
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,Entre 6 y 9 SMMLV,102,23.29
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,"Entre 2,5 y 4 SMMLV",74,16.89
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,Más de 9 SMMLV,62,14.16
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,"Entre 1 y 1,5 SMMLV",35,7.99
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,"Entre 1,5 y 2,5 SMMLV",28,6.39
MAESTRIA EN ADMINISTRACION ECONOMICA Y FINANCIERA,1 SMMLV,4,0.91
MAESTRIA EN ADMINISTRACION EDUCATIVA,"Entre 2,5 y 4 SMMLV",2,22.22
MAESTRIA EN ADMINISTRACION EDUCATIVA,Entre 4 y 6 SMMLV,2,22.22
MAESTRIA EN ADMINISTRACION EDUCATIVA,Más de 9 SMMLV,2,22.22
MAESTRIA EN ADMINISTRACION EDUCATIVA,1 SMMLV,1,11.11
MAESTRIA EN ADMINISTRACION EDUCATIVA,"Entre 1 y 1,5 SMMLV",1,11.11
MAESTRIA EN ADMINISTRACION EDUCATIVA,Entre 6 y 9 SMMLV,1,11.11
MAESTRIA EN ADMINISTRACION EN SALUD,Más de 9 SMMLV,104,24.7
MAESTRIA EN ADMINISTRACION EN SALUD,Entre 6 y 9 SMMLV,100,23.75
MAESTRIA EN ADMINISTRACION EN SALUD,"Entre 2,5 y 4 SMMLV",80,19.0
MAESTRIA EN ADMINISTRACION EN SALUD,Entre 4 y 6 SMMLV,77,18.29
MAESTRIA EN ADMINISTRACION EN SALUD,"Entre 1,5 y 2,5 SMMLV",31,7.36
MAESTRIA EN ADMINISTRACION EN SALUD,"Entre 1 y 1,5 SMMLV",18,4.28
MAESTRIA EN ADMINISTRACION EN SALUD,1 SMMLV,11,2.61
MAESTRIA EN ADMINISTRACION FINANCIERA,Más de 9 SMMLV,552,35.64
MAESTRIA EN ADMINISTRACION FINANCIERA,Entre 6 y 9 SMMLV,367,23.69
MAESTRIA EN ADMINISTRACION FINANCIERA,Entre 4 y 6 SMMLV,312,20.14
MAESTRIA EN ADMINISTRACION FINANCIERA,"Entre 2,5 y 4 SMMLV",188,12.14
MAESTRIA EN ADMINISTRACION FINANCIERA,"Entre 1 y 1,5 SMMLV",64,4.13
MAESTRIA EN ADMINISTRACION FINANCIERA,"Entre 1,5 y 2,5 SMMLV",46,2.97
MAESTRIA EN ADMINISTRACION FINANCIERA,1 SMMLV,20,1.29
MAESTRIA EN ADMINISTRACION HOSPITALARIA,Entre 4 y 6 SMMLV,3,42.86
MAESTRIA EN ADMINISTRACION HOSPITALARIA,"Entre 2,5 y 4 SMMLV",2,28.57
MAESTRIA EN ADMINISTRACION HOSPITALARIA,Entre 6 y 9 SMMLV,2,28.57
MAESTRIA EN ADMINISTRACION MBA,Más de 9 SMMLV,46,30.46
MAESTRIA EN ADMINISTRACION MBA,Entre 6 y 9 SMMLV,40,26.49
MAESTRIA EN ADMINISTRACION MBA,Entre 4 y 6 SMMLV,29,19.21
MAESTRIA EN ADMINISTRACION MBA,"Entre 2,5 y 4 SMMLV",20,13.25
MAESTRIA EN ADMINISTRACION MBA,"Entre 1 y 1,5 SMMLV",11,7.28
MAESTRIA EN ADMINISTRACION MBA,"Entre 1,5 y 2,5 SMMLV",3,1.99
MAESTRIA EN ADMINISTRACION MBA,1 SMMLV,2,1.32
MAESTRIA EN ADMINISTRACION PUBLICA,Entre 4 y 6 SMMLV,52,26.0
MAESTRIA EN ADMINISTRACION PUBLICA,Entre 6 y 9 SMMLV,46,23.0
MAESTRIA EN ADMINISTRACION PUBLICA,Más de 9 SMMLV,42,21.0
MAESTRIA EN ADMINISTRACION PUBLICA,"Entre 2,5 y 4 SMMLV",38,19.0
MAESTRIA EN ADMINISTRACION PUBLICA,"Entre 1,5 y 2,5 SMMLV",15,7.5
MAESTRIA EN ADMINISTRACION PUBLICA,"Entre 1 y 1,5 SMMLV",6,3.0
MAESTRIA EN ADMINISTRACION PUBLICA,1 SMMLV,1,0.5
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,"Entre 2,5 y 4 SMMLV",32,40.0
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,Entre 4 y 6 SMMLV,22,27.5
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,Entre 6 y 9 SMMLV,12,15.0
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,"Entre 1 y 1,5 SMMLV",6,7.5
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,"Entre 1,5 y 2,5 SMMLV",5,6.25
MAESTRIA EN ADMINISTRACION Y COMPETITIVIDAD,Más de 9 SMMLV,3,3.75
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,Más de 9 SMMLV,13,30.23
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,Entre 4 y 6 SMMLV,10,23.26
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,Entre 6 y 9 SMMLV,9,20.93
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,"Entre 1 y 1,5 SMMLV",4,9.3
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,"Entre 1,5 y 2,5 SMMLV",4,9.3
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,"Entre 2,5 y 4 SMMLV",2,4.65
MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS - MBA,1 SMMLV,1,2.33
MAESTRIA EN ADMINISTRACION Y SUPERVISION EDUCATIVA,Entre 4 y 6 SMMLV,14,60.87
MAESTRIA EN ADMINISTRACION Y SUPERVISION EDUCATIVA,Entre 6 y 9 SMMLV,5,21.74
MAESTRIA EN ADMINISTRACION Y SUPERVISION EDUCATIVA,"Entre 2,5 y 4 SMMLV",2,8.7
MAESTRIA EN ADMINISTRACION Y SUPERVISION EDUCATIVA,"Entre 1,5 y 2,5 SMMLV",1,4.35
MAESTRIA EN ADMINISTRACION Y SUPERVISION EDUCATIVA,Más de 9 SMMLV,1,4.35
MAESTRIA EN ADMINISTRACION  MBA ,Más de 9 SMMLV,821,52.93
MAESTRIA EN ADMINISTRACION  MBA ,Entre 6 y 9 SMMLV,348,22.44
MAESTRIA EN ADMINISTRACION  MBA ,Entre 4 y 6 SMMLV,189,12.19
MAESTRIA EN ADMINISTRACION  MBA ,"Entre 2,5 y 4 SMMLV",75,4.84
MAESTRIA EN ADMINISTRACION  MBA ,"Entre 1 y 1,5 SMMLV",70,4.51
MAESTRIA EN ADMINISTRACION  MBA ,"Entre 1,5 y 2,5 SMMLV",35,2.26
MAESTRIA EN ADMINISTRACION  MBA ,1 SMMLV,13,0.84
MAESTRIA EN ADMINISTRACION ¿ MBA,Entre 6 y 9 SMMLV,7,28.0
MAESTRIA EN ADMINISTRACION ¿ MBA,"Entre 1 y 1,5 SMMLV",5,20.0
MAESTRIA EN ADMINISTRACION ¿ MBA,Entre 4 y 6 SMMLV,4,16.0
MAESTRIA EN ADMINISTRACION ¿ MBA,"Entre 2,5 y 4 SMMLV",3,12.0
MAESTRIA EN ADMINISTRACION ¿ MBA,Más de 9 SMMLV,3,12.0
MAESTRIA EN ADMINISTRACION ¿ MBA,"Entre 1,5 y 2,5 SMMLV",2,8.0
MAESTRIA EN ADMINISTRACION ¿ MBA,1 SMMLV,1,4.0
MAESTRIA EN ADMINISTRACION-MBA,Entre 6 y 9 SMMLV,23,30.67
MAESTRIA EN ADMINISTRACION-MBA,Más de 9 SMMLV,15,20.0
